Name,Nodes,SomaSurface,Stems,Bifurcations,Branches,Tips,OverallWidth,OverallHeight,OverallDepth,AverageDiameter,Length,Surface,Volume,MaxEuclideanDistance,MaxPathDistance,MaxBranchOrder,AverageContraction,AverageFragmentation,AverageParent-daughterRatio,AverageBifurcationAngleLocal,AverageBifurcationAngleRemote,HausdorffDimension
182724_4472_x5247_y12162,1777,12.5664,6,27,58,32,185.175,183.975,167.75,1.99887,2850.71,17911.5,8955.75,99.9435,287.202,10,0.884251,29.6207,1,81.1814,77.2433,1.08389
182724_4580_x5627_y9427,3682,12.5664,9,59,125,67,192.4,191.575,191.725,1.99946,5120.58,32173.6,16086.8,99.9948,245.702,12,0.92174,28.448,1,72.9145,67.0254,1.07494
182724_4599_x8181_y6776,1857,12.5664,8,28,62,35,195.575,175.625,195.55,1.99892,3456.37,21717.0,10858.5,99.9887,412.919,8,0.900426,28.9355,1,83.8452,77.9916,1.05349
182724_4785_x5002_y11122,3935,12.5664,2,80,160,81,187.85,195.2,194.1,1.99949,5196.45,32650.2,16325.1,99.9949,233.153,16,0.941542,23.5875,1,79.7748,62.6594,1.08899
182724_5355_x5321_y20589,1749,12.5664,7,23,51,29,145.825,192.8,168.85,1.99886,2759.06,17335.7,8667.83,99.854,254.433,8,0.851587,33.2745,1,75.661,84.7093,1.09004
182724_5410_x4393_y11075,4860,12.5664,2,81,162,82,196.9,192.35,192.95,1.99959,6709.18,42155.0,21077.5,99.9969,312.792,17,0.909083,28.9938,1,86.5651,82.7987,1.10004
182724_5651_x9832_y25682,2683,12.5664,11,53,115,63,199.175,194.975,198.901,1.99925,4853.73,30496.9,15248.4,99.9852,279.71,7,0.932069,22.3217,1,67.9286,69.9357,1.06629
182724_5793_x8695_y5510,3262,12.5664,2,70,140,71,196.35,197.05,196.15,1.99939,5068.26,31844.8,15922.4,99.9894,335.396,16,0.93314,22.2929,1,64.2981,62.3807,1.08028
182724_5937_x3804_y11955,5191,12.5664,14,76,164,89,190.55,188.8,198.0,1.99961,7500.35,47126.1,23563.0,99.9822,350.01,16,0.922082,30.6463,1,80.9349,79.7421,1.11292
182725_2241_x9113_y11193,4250,12.5664,9,64,135,72,188.475,197.875,183.175,1.99953,5831.85,36642.6,18321.3,99.9643,314.745,13,0.906327,30.4741,1,70.7402,71.4324,1.09345
182725_2376_x10033_y10786,3378,12.5664,12,52,114,63,182.5,194.55,188.8,1.99941,4998.67,31407.6,15703.8,99.9952,335.355,14,0.914001,28.6228,1,75.1066,70.2164,1.08726
182725_2390_x8944_y12077,2649,12.5664,10,44,96,53,192.55,186.325,187.175,1.99924,3858.68,24244.8,12122.4,99.9867,166.314,11,0.943337,26.5833,1,79.6346,65.1407,1.07891
182725_2581_x9375_y21137,2293,12.5664,10,33,74,42,167.7,189.925,191.025,1.99913,3269.65,20543.8,10271.9,99.9883,195.547,8,0.906089,29.973,1,62.6148,62.1865,1.07776
182725_2917_x9391_y22263,3891,12.5664,10,64,136,73,181.75,191.9,188.175,1.99949,5812.58,36521.5,18260.8,99.9643,238.454,14,0.904718,27.6029,1,72.1355,68.2562,1.09781
182725_3680_x13452_y7614,4921,12.5664,11,72,153,82,175.825,184.325,186.2,1.99959,6982.53,43872.6,21936.3,99.9438,351.863,15,0.931996,31.1569,1,72.6134,72.5441,1.129
182725_3762_x5563_y19178,2658,12.5664,9,42,91,50,194.6,192.65,183.4,1.99925,4265.91,26803.5,13401.8,99.9936,219.213,11,0.908432,28.1978,1,67.3717,66.0581,1.08356
182725_4080_x6576_y11407,3231,12.5664,10,45,98,54,188.525,196.425,196.275,1.99938,4580.61,28780.8,14390.4,99.9973,283.243,7,0.930007,31.9592,1,83.9007,72.9142,1.06861
182725_4160_x5717_y19181,2271,12.5664,9,44,95,52,191.625,184.325,186.975,1.99912,3980.01,25007.1,12503.6,99.988,154.2,7,0.888822,22.8947,1,65.8469,60.706,1.07208
182725_4290_x5671_y18488,3384,12.5664,11,61,131,71,192.875,182.025,198.45,1.99941,5268.34,33101.9,16551.0,99.9991,209.231,7,0.889427,24.8244,1,74.6287,66.019,1.07486
182725_4390_x5078_y18459,2785,12.5664,8,53,112,60,194.15,194.2,182.925,1.99928,4608.42,28955.5,14477.8,99.9929,309.794,8,0.89922,23.8571,1,76.2995,69.9648,1.12418
182725_5012_x5980_y10427,4512,12.5664,11,69,147,79,191.35,191.5,196.45,1.99956,6443.53,40485.9,20243.0,99.9889,351.397,13,0.91053,29.6871,1,82.9424,65.2782,1.10658
182725_5094_x5532_y11642,3776,12.5664,11,65,139,75,191.525,193.45,194.275,1.99947,5366.76,33720.4,16860.2,99.986,347.964,11,0.927926,26.1583,1,78.5499,64.4827,1.09138
182725_6819_x6109_y7853,3744,12.5664,8,67,140,74,190.75,191.1,196.675,1.99947,5335.99,33527.0,16763.5,99.9988,298.505,9,0.940658,25.7357,1,66.1095,70.1408,1.08784
182725_7341_x4593_y22594,3627,12.5664,11,69,147,79,195.051,185.9,193.626,1.99945,6154.27,38668.4,19334.2,99.9798,265.262,13,0.921184,23.6667,1,74.4859,73.6903,1.10422
18452_3926_x14445_y21337,1326,12.5664,4,23,48,26,162.65,196.575,119.65,1.99849,1802.99,11328.5,5664.25,99.9918,207.838,5,0.891807,26.6042,1,68.1382,71.6199,1.05852
18452_4002_x10332_y17479,3893,12.5664,6,58,120,63,192.375,188.675,184.601,1.99949,5630.49,35377.4,17688.7,99.9823,458.981,10,0.852051,31.4333,1,72.0728,77.6688,1.10274
18452_4126_x15225_y20986,1109,12.5664,3,22,45,24,172.2,192.2,138.825,1.9982,1518.45,9540.7,4770.35,99.9603,235.14,6,0.894709,23.6222,1,50.4147,63.4268,1.11046
18452_4272_x26686_y20064,935,12.5664,3,13,27,15,172.425,143.676,189.525,1.99786,1294.63,8134.43,4067.21,99.8339,135.914,5,0.879212,33.5926,1,51.3743,58.5176,1.04245
18452_4536_x11274_y21067,1974,12.5664,3,22,45,24,157.525,162.35,196.35,1.99899,2167.11,13616.4,6808.18,99.9926,177.682,8,0.881908,42.8444,1,53.8951,64.1028,1.05847
18452_5511_x26566_y3403,4522,12.5664,6,59,122,64,184.625,187.975,199.325,1.99956,5495.78,34531.0,17265.5,99.9897,385.245,9,0.896984,36.0574,1,88.373,68.5099,1.08119
18452_7249_x11408_y2071,3929,12.5664,8,54,114,61,186.775,147.8,191.951,1.99949,5323.92,33451.2,16725.6,99.9974,477.44,7,0.876392,33.4561,1,73.4015,75.8631,1.09795
18453_1641_x24165_y10580,4169,12.5664,8,51,108,58,187.8,196.8,193.05,1.99952,4841.15,30417.9,15208.9,99.9816,478.353,13,0.902071,37.5926,1,86.8467,76.8579,1.05811
18453_1643_x24077_y11694,4410,12.5664,7,67,139,73,184.925,197.95,194.875,1.99955,5443.08,34199.9,17099.9,99.9909,364.071,10,0.903273,30.7194,1,73.1976,66.6223,1.07795
18453_1674_x14446_y9719,6120,12.5664,8,75,156,82,187.125,192.6,195.15,1.99967,6458.09,40577.4,20288.7,99.9827,293.501,9,0.906721,38.2244,1,82.9994,69.0688,1.09292
18453_1924_x22284_y8069,4253,12.5664,7,56,117,62,198.2,194.4,191.1,1.99953,5032.84,31622.2,15811.1,99.989,362.989,8,0.903666,35.3419,1,81.4925,64.9572,1.10369
18453_2190_x23739_y8507,4874,12.5664,5,58,119,62,195.975,186.025,189.226,1.99959,5117.51,32154.2,16077.1,99.9771,293.15,8,0.903529,39.9496,1,62.1692,67.7711,1.07976
18453_2400_x15836_y7243,4223,12.5664,8,54,114,61,192.95,195.575,198.15,1.99953,5095.88,32018.4,16009.2,99.9726,406.862,8,0.909076,36.0351,1,85.1769,66.1903,1.09226
18453_2428_x13810_y8197,3676,12.5664,7,45,95,51,192.2,180.325,187.15,1.99946,4764.6,29936.9,14968.4,99.963,398.016,7,0.888852,37.6842,1,82.9799,81.6128,1.07582
18453_2632_x11687_y8383,3902,12.5664,6,53,110,58,193.6,190.325,194.525,1.99949,4722.15,29670.1,14835.1,99.994,430.074,15,0.907033,34.4636,1,80.0326,73.7152,1.07731
18453_2645_x28684_y11703,5642,12.5664,7,85,175,91,186.25,195.275,187.775,1.99965,6588.92,41399.4,20699.7,99.9767,372.569,9,0.909984,31.2343,1,79.9073,70.8511,1.10495
18453_2713_x27713_y9899,4857,12.5664,6,64,132,69,174.25,193.725,195.999,1.99959,5418.07,34042.7,17021.4,99.9991,568.444,18,0.895766,35.7879,1,84.3632,72.9537,1.10269
18453_2884_x12998_y7285,4259,12.5664,6,67,138,72,181.525,184.275,193.6,1.99953,5404.37,33956.7,16978.3,99.8893,352.938,8,0.912611,29.8551,1,77.0464,65.5804,1.10629
18453_2991_x13607_y7348,2165,12.5664,7,31,67,37,190.925,167.375,186.1,1.99908,2635.38,16558.6,8279.29,99.9711,219.443,6,0.912663,31.2985,1,79.0751,62.9625,1.05071
18453_3021_x27493_y8943,4197,12.5664,6,57,118,62,185.725,191.3,197.801,1.99952,4858.27,30525.4,15262.7,99.9864,367.525,10,0.893183,34.5593,1,72.5821,67.2423,1.07821
18453_3186_x12745_y7108,3564,12.5664,7,58,121,64,190.3,177.925,197.8,1.99944,4608.97,28959.0,14479.5,99.977,170.621,7,0.922355,28.4463,1,72.6137,59.5556,1.0897
18453_3225_x17398_y19713,2412,12.5664,3,29,59,31,175.75,183.125,157.875,1.99917,2548.06,16009.9,8004.96,99.9712,382.211,9,0.869888,39.8644,1,84.2393,84.8518,1.10504
18453_3316_x8214_y11076,2234,12.5664,5,32,67,36,175.425,198.25,190.375,1.9991,2853.02,17926.1,8963.04,99.9728,293.872,7,0.91715,32.3284,1,77.9363,68.6897,1.06018
18453_3326_x29413_y10076,5113,12.5664,5,69,141,73,178.225,194.25,185.9,1.99961,6476.82,40695.1,20347.5,99.9839,354.125,10,0.895674,35.2553,1,78.2031,75.0299,1.14871
18453_3350_x8925_y9653,4022,12.5664,7,50,105,56,192.2,194.775,186.625,1.9995,5243.5,32945.9,16472.9,99.9656,350.803,8,0.896909,37.2952,1,84.7616,82.9652,1.1062
18453_3456_x24161_y6646,3639,12.5664,10,46,100,55,195.1,183.775,194.5,1.99945,4611.69,28976.1,14488.1,99.9986,385.339,9,0.919715,35.38,1,77.64,63.9694,1.09684
18453_3471_x28224_y8289,3331,12.5664,6,39,82,44,184.875,172.15,194.75,1.9994,4431.72,27845.3,13922.6,99.9694,396.141,11,0.899337,39.6098,1,98.9488,75.0095,1.09927
18453_3492_x29357_y9198,2685,12.5664,5,34,71,38,171.775,190.2,158.824,1.99926,3331.52,20932.6,10466.3,99.9662,402.826,8,0.88664,36.8028,1,89.5178,68.6426,1.10736
18453_3516_x21006_y6048,4854,12.5664,6,56,116,61,195.15,190.975,196.95,1.99959,4804.83,30189.6,15094.8,99.9961,303.592,8,0.892566,40.8362,1,77.4847,68.2721,1.09039
18453_3564_x30226_y9677,3342,12.5664,8,40,86,47,191.7,185.575,192.325,1.9994,4131.52,25959.1,12979.6,99.9681,308.86,6,0.887358,37.8488,1,69.9464,62.9411,1.07204
18453_3579_x30397_y10103,4642,12.5664,6,58,120,63,173.075,186.375,189.699,1.99957,5147.1,32340.2,16170.1,99.9851,331.975,9,0.879563,37.675,1,73.3384,68.1209,1.1003
18453_3678_x8938_y8684,2413,12.5664,6,37,78,42,157.6,174.475,151.45,1.99917,3194.9,20074.1,10037.1,99.9801,264.624,9,0.89788,29.9231,1,80.3008,72.8424,1.139
18453_3690_x8282_y9898,4026,12.5664,6,54,112,59,195.175,165.75,184.25,1.9995,5332.07,33502.4,16751.2,99.966,403.145,7,0.883154,34.9375,1,73.5772,72.073,1.11547
18453_3704_x10450_y7387,4355,12.5664,7,59,123,65,186.2,195.525,196.15,1.99954,5091.9,31993.3,15996.7,99.9906,282.512,7,0.905637,34.3984,1,74.6687,72.2666,1.10007
18453_3766_x16118_y20931,2009,12.5664,4,29,60,32,190.225,183.375,188.575,1.999,2549.52,16019.1,8009.55,99.9911,267.186,5,0.878539,32.4667,1,66.8351,75.3926,1.05699
18453_3767_x22604_y5643,2336,12.5664,7,31,67,37,181.65,193.65,159.875,1.99914,2812.25,17669.9,8834.94,99.9903,147.279,8,0.876761,33.8507,1,80.9906,72.8568,1.06824
18453_3795_x13584_y5960,2222,12.5664,7,27,59,33,183.2,187.175,196.525,1.9991,2547.04,16003.5,8001.77,99.9953,201.726,7,0.905458,36.6441,1,62.9144,73.6768,1.05414
18453_3796_x16246_y20830,1406,12.5664,4,17,36,20,188.35,176.75,141.825,1.99858,1713.44,10765.9,5382.94,99.8654,154.383,6,0.912174,38.0278,1,73.3602,69.8934,1.04523
18453_3810_x16082_y20891,1925,12.5664,5,25,53,29,180.25,184.15,192.95,1.99896,2470.07,15519.9,7759.95,99.9853,249.904,5,0.899677,35.3019,1,92.3216,81.8703,1.06684
18453_3841_x9500_y7920,4379,12.5664,3,60,121,62,150.85,199.175,185.7,1.99954,5416.91,34035.5,17017.7,99.9857,330.134,11,0.891251,35.1818,1,73.4231,74.6106,1.14139
18453_3848_x19057_y7025,3533,12.5664,8,44,94,51,192.85,193.5,170.525,1.99943,4094.4,25725.9,12863.0,99.9698,304.373,7,0.890142,36.5745,1,86.1446,75.7657,1.08551
18453_3935_x22928_y21885,2074,12.5664,6,23,50,28,192.85,196.975,168.425,1.99904,2411.92,15154.5,7577.27,99.9932,200.808,5,0.903918,40.46,1,74.4076,57.0097,1.07278
18453_3945_x11262_y6434,3816,12.5664,5,51,105,55,187.525,190.2,186.5,1.99948,4213.33,26473.1,13236.6,99.988,197.846,8,0.902861,35.3333,1,66.9213,67.2287,1.06704
18453_4067_x16924_y5288,4208,12.5664,8,52,110,59,191.625,192.3,172.475,1.99952,4765.78,29944.3,14972.1,99.9276,351.816,7,0.911339,37.2455,1,69.168,64.8191,1.08711
18453_4186_x30783_y11697,3522,12.5664,6,46,96,51,186.775,181.325,186.8,1.99943,4058.08,25497.7,12748.8,99.9878,280.135,7,0.883026,35.6771,1,74.3572,73.3636,1.0882
18453_4221_x16935_y5165,4370,12.5664,11,48,105,58,185.925,193.1,193.15,1.99954,4898.79,30780.0,15390.0,99.9642,299.088,8,0.915503,40.6095,1,82.6148,75.3724,1.07962
18453_4231_x30739_y8470,4464,12.5664,5,59,121,63,189.825,188.025,191.425,1.99955,5137.92,32282.5,16141.3,99.9974,278.553,8,0.919923,35.8843,1,78.8594,66.261,1.10466
18453_4283_x7543_y12923,2442,12.5664,8,38,82,45,194.15,185.675,173.275,1.99918,3066.24,19265.7,9632.86,99.9865,355.31,7,0.882808,28.7683,1,73.3495,70.4936,1.07678
18453_4283_x7739_y13735,5908,12.5664,8,70,146,77,191.025,197.55,192.475,1.99966,6797.22,42708.2,21354.1,99.9907,336.253,10,0.885813,39.4589,1,69.9348,66.124,1.10574
18453_4345_x12044_y5189,3202,12.5664,8,51,108,58,165.275,192.55,183.6,1.99938,4022.95,25276.9,12638.5,99.9293,225.663,7,0.930147,28.6389,1,67.1052,62.2326,1.08444
18453_4386_x31552_y9254,4443,12.5664,5,62,127,66,167.725,186.975,187.275,1.99955,5472.85,34386.9,17193.5,99.9992,380.861,12,0.881928,33.9764,1,76.2788,72.7456,1.15738
18453_4403_x30609_y7732,5012,12.5664,6,70,144,75,180.35,179.75,183.75,1.9996,5538.65,34800.4,17400.2,99.9743,534.883,16,0.901792,33.7986,1,86.4879,79.8554,1.09573
18453_4496_x31014_y8304,4771,12.5664,3,57,115,59,185.575,195.375,169.149,1.99958,5083.26,31939.1,15969.5,99.9931,321.848,13,0.891675,40.4783,1,78.8585,83.6567,1.0946
18453_4497_x29287_y7176,3578,12.5664,3,47,95,49,135.1,163.475,155.4,1.99944,4508.93,28330.4,14165.2,99.9979,418.094,9,0.883144,36.6526,1,77.6344,70.3535,1.15014
18453_4540_x32498_y9442,6128,12.5664,6,85,174,90,191.7,191.925,187.675,1.99967,6846.17,43015.8,21507.9,99.9926,464.756,19,0.903534,34.2126,1,75.6492,74.0904,1.11506
18453_4693_x33039_y11636,3648,12.5664,9,47,101,55,188.9,193.425,190.7,1.99945,4333.22,27226.4,13613.2,99.9798,376.541,8,0.907569,35.1089,1,81.9651,76.5137,1.08556
18453_4711_x14090_y3943,2578,12.5664,7,35,75,41,176.375,169.175,196.15,1.99922,2878.42,18085.7,9042.84,99.9841,243.761,7,0.905384,33.36,1,70.966,65.0268,1.06554
18453_4725_x30684_y6703,4354,12.5664,8,63,132,70,181.825,193.3,196.626,1.99954,4905.47,30822.0,15411.0,99.9574,157.493,9,0.903303,31.9773,1,71.8891,58.6002,1.0811
18453_4749_x31789_y8895,3943,12.5664,6,44,92,49,149.875,182.925,176.976,1.99949,4940.24,31040.4,15520.2,99.996,604.59,8,0.870965,41.8478,1,76.8973,72.3001,1.13106
18453_4899_x10111_y5917,2794,12.5664,7,34,73,40,194.9,182.825,191.175,1.99928,3661.65,23006.8,11503.4,99.9996,278.591,6,0.907902,37.2603,1,75.9472,68.3418,1.07992
18453_5033_x32118_y8975,3977,12.5664,4,54,110,57,167.75,169.625,176.249,1.9995,4592.47,28855.4,14427.7,99.9944,318.144,9,0.89549,35.1455,1,88.827,78.4608,1.12262
18453_5113_x9557_y5782,3030,12.5664,6,49,102,54,167.05,197.275,193.15,1.99934,4167.2,26183.3,13091.6,99.9999,312.798,7,0.909384,28.6961,1,72.8202,72.7553,1.07979
18453_5228_x9833_y5221,3475,12.5664,7,52,109,58,190.55,191.85,190.075,1.99942,4417.56,27756.4,13878.2,99.9448,317.985,7,0.907574,30.8716,1,71.9067,67.2369,1.09608
18453_5308_x10321_y5166,4143,12.5664,5,60,123,64,162.65,196.1,176.7,1.99952,5652.0,35512.6,17756.3,99.9911,452.954,15,0.875601,32.6748,1,75.8685,78.8814,1.1725
18453_5317_x24548_y3717,2511,12.5664,5,27,57,31,189.875,197.125,175.975,1.9992,3192.01,20056.0,10028.0,99.9984,349.49,5,0.905976,43.0351,1,107.898,69.9205,1.08589
18453_5318_x33682_y14092,1885,12.5664,5,25,53,29,192.475,165.225,173.149,1.99894,2454.43,15421.6,7710.8,99.9229,318.22,6,0.85792,34.5472,1,77.0452,84.6686,1.05631
18453_5325_x32314_y8395,2969,12.5664,5,36,75,40,190.675,191.55,181.325,1.99933,3496.67,21970.2,10985.1,99.9725,348.19,6,0.899183,38.5733,1,77.6341,72.9295,1.07599
18453_5343_x23330_y3366,3296,12.5664,6,37,78,42,191.15,197.875,173.776,1.99939,3772.89,23705.8,11852.9,99.9867,318.977,7,0.902303,41.2436,1,71.9151,78.2088,1.07649
18453_5436_x32746_y12751,2391,12.5664,6,34,72,39,192.65,184.45,195.649,1.99916,3202.05,20119.1,10059.5,99.9825,262.136,7,0.856015,32.1944,1,72.2288,77.7407,1.0629
18453_5459_x9646_y5477,3788,12.5664,6,49,102,54,173.675,182.875,189.65,1.99947,5311.22,33371.4,16685.7,99.9905,369.487,8,0.910925,36.1275,1,86.6621,75.913,1.10035
18453_5535_x29214_y5045,2215,12.5664,5,23,49,27,163.575,180.1,193.0,1.9991,2582.32,16225.2,8112.59,99.9829,408.652,7,0.90928,44.1837,1,72.1594,78.8952,1.07485
18453_5578_x32997_y13060,1544,12.5664,5,20,43,24,189.95,184.85,190.8,1.9987,2131.34,13391.6,6695.8,99.9178,309.649,5,0.888947,34.8837,1,80.7995,92.8874,1.06399
18453_5667_x25695_y3103,3465,12.5664,7,43,91,49,185.0,196.625,193.875,1.99942,4022.21,25272.3,12636.2,99.9533,354.151,8,0.907167,37.0659,1,74.0901,70.785,1.09343
18453_5766_x31719_y6139,4371,12.5664,9,54,115,62,174.65,193.9,179.65,1.99954,5192.37,32624.6,16312.3,99.9701,410.215,10,0.905057,37.0,1,73.8357,70.4625,1.10087
18453_5841_x19468_y3419,1983,12.5664,5,27,57,31,196.426,162.95,196.775,1.99899,2422.79,15222.8,7611.41,99.977,437.768,8,0.880865,33.7719,1,81.1464,80.1298,1.08095
18453_5862_x33046_y12305,1920,12.5664,6,26,56,31,176.625,194.475,168.401,1.99896,2609.06,16393.2,8196.62,99.9884,276.83,7,0.875175,33.2679,1,65.8897,67.3803,1.06361
18453_5941_x24629_y3152,2414,12.5664,6,33,70,38,190.8,197.625,175.65,1.99917,2950.11,18536.1,9268.03,99.9607,311.957,7,0.911848,33.4714,1,75.7001,72.1083,1.0453
18453_5995_x24812_y3143,2421,12.5664,5,27,57,31,187.0,190.65,194.25,1.99917,2953.8,18559.3,9279.65,99.9879,342.365,7,0.905675,41.4561,1,63.6295,79.0642,1.06786
18453_6040_x24821_y3042,2941,12.5664,7,34,73,40,194.15,197.725,192.95,1.99932,3499.64,21988.9,10994.4,99.9744,259.19,7,0.909384,39.274,1,77.8623,74.9935,1.06626
18453_6053_x8032_y5933,1991,12.5664,4,27,56,30,164.675,196.125,173.725,1.999,2669.03,16770.0,8385.0,99.9969,406.051,7,0.899507,34.5357,1,74.6658,73.5447,1.07271
18453_6181_x10238_y3690,4272,12.5664,8,58,122,65,168.475,190.2,197.375,1.99953,5435.51,34152.3,17076.2,99.9989,336.839,7,0.924854,34.0082,1,77.6502,66.5407,1.08637
18453_6229_x34471_y10482,3705,12.5664,10,46,100,55,193.349,186.175,194.075,1.99946,4665.44,29313.8,14656.9,99.9787,268.095,7,0.908991,36.04,1,85.1611,78.2642,1.07845
18453_6316_x30559_y4743,3802,12.5664,7,54,113,60,170.475,198.075,181.05,1.99947,4734.16,29745.6,14872.8,99.9998,318.716,10,0.900015,32.6372,1,95.3874,77.7978,1.12103
18453_6477_x30376_y5078,4342,12.5664,8,59,124,66,192.475,187.45,195.324,1.99954,5780.52,36320.0,18160.0,99.993,401.166,8,0.927725,34.0081,1,67.388,73.453,1.09724
18453_6479_x9010_y4330,3343,12.5664,8,50,106,57,180.25,191.775,194.45,1.9994,4637.75,29139.9,14569.9,99.9297,356.589,9,0.923743,30.5283,1,73.0632,64.4323,1.08658
18453_6500_x34303_y12884,3194,12.5664,8,41,88,48,189.375,185.675,185.35,1.99937,3969.95,24943.9,12472.0,99.9817,279.75,8,0.905619,35.2841,1,65.3168,63.8632,1.05623
18453_6537_x8725_y4484,2150,12.5664,7,34,73,40,191.725,190.7,189.6,1.99907,3007.53,18896.9,9448.45,99.9954,170.403,5,0.918401,28.4384,1,66.4199,64.1838,1.05847
18453_6561_x9442_y3817,3429,12.5664,7,53,111,59,174.225,189.825,196.75,1.99942,4301.15,27024.9,13512.5,99.9514,221.233,7,0.926382,29.8829,1,72.4517,62.3874,1.07075
18453_6576_x22528_y4353,1216,12.5664,5,20,43,24,163.875,177.475,160.675,1.99836,1283.89,8066.9,4033.45,99.9477,170.751,5,0.880034,27.2558,1,98.8882,83.7454,1.06051
18453_6604_x9161_y4006,4360,12.5664,9,60,127,68,190.525,170.85,191.2,1.99954,5745.47,36099.9,18049.9,99.9867,352.875,8,0.908013,33.3228,1,70.0585,63.9681,1.11376
18453_6675_x10576_y3102,3269,12.5664,6,52,108,57,196.676,185.35,189.0,1.99939,4403.6,27668.6,13834.3,99.9961,359.221,6,0.931179,29.2593,1,74.1389,69.4279,1.06453
18453_6675_x8876_y4461,3164,12.5664,7,46,97,52,189.325,180.05,198.075,1.99937,3940.48,24758.7,12379.4,99.9768,250.397,7,0.921361,31.6082,1,65.9087,61.1925,1.05882
18453_6708_x6437_y7833,1530,12.5664,5,20,43,24,165.75,189.75,181.95,1.99869,2074.78,13036.3,6518.13,99.9298,383.449,6,0.903772,34.5581,1,81.6557,75.3084,1.04325
18453_6746_x8555_y4741,2557,12.5664,9,40,87,48,195.324,194.325,181.6,1.99922,3585.53,22528.5,11264.3,99.9914,164.996,6,0.925263,28.3793,1,71.5781,71.8239,1.06138
18453_6748_x28152_y3578,3468,12.5664,7,40,85,46,172.2,191.7,190.0,1.99942,4181.09,26270.6,13135.3,99.9552,381.642,8,0.908339,39.7882,1,80.5373,75.2583,1.07476
18453_6756_x7677_y5336,3505,12.5664,9,41,89,49,193.75,194.1,187.5,1.99943,4392.02,27595.9,13797.9,99.9895,321.521,6,0.924081,38.3708,1,70.1384,63.4043,1.07792
18453_6846_x11548_y2831,2781,12.5664,6,36,76,41,180.425,180.575,194.65,1.99928,3645.2,22903.5,11451.7,99.9613,355.109,7,0.91854,35.5789,1,90.0682,76.6472,1.06742
18453_7007_x11486_y3611,4049,12.5664,7,47,99,53,177.726,191.275,173.1,1.99951,5227.27,32843.9,16422.0,99.9788,413.121,7,0.919258,39.8889,1,75.8049,84.9337,1.0967
18453_7010_x8769_y4509,2781,12.5664,8,46,98,53,183.5,197.05,193.375,1.99928,4019.54,25255.5,12627.8,99.9972,301.609,8,0.917836,27.3673,1,88.1187,74.6601,1.08951
18453_7024_x9012_y4138,3564,12.5664,8,50,106,57,193.676,186.45,181.65,1.99944,4502.24,28288.4,14144.2,99.9807,248.487,9,0.909521,32.6132,1,71.8278,71.4086,1.10021
18453_7112_x9089_y4667,3752,12.5664,6,51,106,56,190.426,188.425,177.9,1.99947,4932.87,30994.1,15497.1,99.9896,292.738,7,0.906885,34.3868,1,75.0025,78.1813,1.08124
18453_7132_x11495_y3152,2930,12.5664,8,33,72,40,185.075,195.475,193.05,1.99932,3618.47,22735.5,11367.8,99.9694,337.38,8,0.901966,39.6806,1,79.8131,78.5731,1.0766
18453_7132_x31679_y7308,3879,12.5664,10,41,90,50,192.2,181.8,193.6,1.99948,4838.7,30402.5,15201.2,99.9845,314.287,11,0.897018,42.0889,1,68.5407,76.2997,1.09791
18453_7146_x8788_y4552,2245,12.5664,8,32,70,39,196.601,184.375,195.175,1.99911,3089.83,19414.0,9707.0,99.9859,151.193,7,0.928966,31.0571,1,72.9541,71.6116,1.06568
18453_7188_x11060_y3637,3448,12.5664,7,45,95,51,186.5,194.325,177.35,1.99942,4266.39,26806.5,13403.3,99.9453,338.372,8,0.90866,35.2842,1,70.3112,79.3937,1.06938
18453_7223_x30215_y5120,3803,12.5664,7,49,103,55,184.075,184.9,191.65,1.99947,4707.86,29580.3,14790.2,99.9994,370.514,8,0.907713,35.9126,1,76.9123,73.1613,1.0897
18453_7245_x12979_y2864,4029,12.5664,7,48,101,54,187.45,185.35,190.4,1.9995,5094.09,32007.1,16003.6,99.9935,328.753,7,0.918793,38.8812,1,79.5156,73.5545,1.08334
18453_7304_x11719_y3749,4499,12.5664,7,46,97,52,180.25,194.8,189.75,1.99956,5482.82,34449.6,17224.8,99.993,381.199,8,0.895921,45.3711,1,74.2783,66.9747,1.11472
18453_7309_x5442_y9199,2559,12.5664,7,35,75,41,194.075,191.525,190.125,1.99922,3563.44,22389.8,11194.9,99.9583,255.323,8,0.88203,33.1067,1,86.9586,82.1216,1.059
18453_7455_x32866_y9412,2301,12.5664,7,30,65,36,163.874,158.95,179.925,1.99913,2828.74,17773.5,8886.76,99.9827,264.344,6,0.850577,34.3846,1,66.3621,70.8179,1.10883
18453_7692_x10145_y15241,2839,12.5664,7,34,73,40,187.2,194.1,180.025,1.9993,3219.45,20228.4,10114.2,99.9926,303.62,7,0.87478,37.8767,1,75.753,74.2586,1.06796
18453_7813_x5799_y12199,2652,12.5664,6,38,80,43,195.199,186.575,173.975,1.99925,3161.98,19867.3,9933.66,99.9775,275.007,7,0.899328,32.1375,1,71.965,66.0523,1.08155
18454_00002,2206,12.5664,4,26,54,29,131.15,193.175,121.125,1.99909,2316.13,14552.7,7276.35,99.7936,377.643,6,0.898131,39.8333,1,51.7307,62.0475,1.11406
18454_00003,3249,12.5664,6,44,92,49,189.8,197.125,182.2,1.99938,3850.71,24194.7,12097.4,99.9766,373.035,7,0.891307,34.3043,1,71.4681,68.5772,1.06818
